Clinical Annotation ID	Date (YYYY-MM-DD)	Type	Comment
655385028	2021-11-19	Update	Added PMIDs 18322281, 31869433 and 31114289 to evidence.
655384975	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384975	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655385012	2018-03-20	Update	Edited annotation text
655385012	2018-07-12	Update	Added PMID 29781049
655385012	2020-04-27	Update	Added PMID 31395958 to evidence
655385012	2021-01-25	Update	added guideline and label as evidence, updated text
655385012	2021-03-24	Update	CA score added as part of scoring system release. LOE assigned following curator review.
655385012	2021-04-13	Update	Added PMID 31902949 to evidence
655385012	2021-11-19	Update	Added PMID 31114289 to evidence
655384834	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384838	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384842	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384842	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384846	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384850	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384850	2019-11-15	Update	Updated 'extensive metabolizer' term to 'normal metabolizer' following CPIC Term Standardization Project.
655384850	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384854	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384862	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384862	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384866	2018-11-05	Update	Updated OMB race to appropriate biogeographical group
655384866	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384878	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384882	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
655384886	2021-03-24	Update	CA score added as part of scoring system release. LOE may have automatically changed based on new score but may be subject to further changes upon curator review.
